iter	Passed	Remaining
344	287714	546241
345	290032	548212
346	290638	546936
347	291336	545837
348	292221	545089
349	292917	543989
350	293919	543458
351	296001	544911
352	296689	543789
353	297477	542854
354	298111	541638
355	298964	540822
356	299662	539727
357	300612	539086
358	301571	538460
359	302394	537590
360	303304	536875
361	304155	536053
362	305359	535850
363	306505	535542
364	307548	535049
365	308394	534213
366	309166	533249
367	309963	532327
368	311080	531956
369	311829	530953
370	312744	530233
371	313449	529157
372	314177	528121
373	314969	527194
374	315646	526077
375	316458	525187
376	317172	524133
377	317866	523049
378	318663	522137
379	319399	521124
380	320218	520250
381	321181	519608
382	321986	518709
383	322706	517674
384	323392	516587
385	324314	515877
386	329461	521859
387	332314	524165
388	333193	523345
389	334479	523160
390	335430	522447
391	336682	522202
392	337509	521294
393	338197	520171
394	339197	519530
395	339864	518378
396	340502	517186
397	341263	516181
398	341874	514953
399	342528	513792
400	343365	512907
401	344113	511890
402	344856	510866
403	345568	509798
404	346417	508933
405	347117	507851
406	347881	506864
407	348669	505912
408	349365	504828
409	350105	503810
410	350732	502631
411	351434	501562
412	352077	500410
413	352696	499227
414	353278	497995
415	353898	496819
416	354542	495679
417	355265	494652
418	355981	493615
419	356605	492455
420	357188	491240
421	358031	490384
422	358631	489197
423	359432	488285
424	360356	487541
425	361396	486952
426	362070	485870
427	363498	485797
428	364569	485243
429	366067	485252
430	367107	484650
431	367943	483777
432	368765	482886
433	369532	481924
434	370160	480782
435	370779	479632
436	371412	478501
437	372200	477572
438	372777	476373
439	373363	475189
440	374459	474654
441	375261	473746
442	375966	472716
443	376698	471721
444	377374	470658
445	378009	469545
446	378715	468522
447	379325	467383
448	380072	466414
449	382130	467048
450	383398	466709
451	384603	466289
452	385271	465217
453	386390	464690
454	387076	463640
455	387761	462592
456	388932	462123
457	389551	460997
458	390159	459861
459	390944	458935
460	391608	457867
461	392318	456856
462	393048	455868
463	394115	455270
464	395092	454568
465	396163	453972
466	396757	452829
467	397545	451910
468	398283	450934
469	399142	450096
470	400694	450036
471	401887	449568
472	402696	448669
473	404854	449269
474	406448	449232
475	407425	448510
476	408409	447795
477	409087	446744
478	410216	446185
479	412822	447224
480	413814	446507
481	414701	445675
482	415918	445195
483	417193	444776
484	419267	445201
485	421459	445741
486	422482	445038
487	423441	444266
488	424494	443592
489	426072	443463
490	427294	442959
491	427924	441840
492	428595	440766
493	429228	439654
494	429953	438639
495	430621	437566
496	431322	436529
497	432067	435537
498	432827	434562
499	433496	433496
500	434235	432501
501	435021	431555
502	435654	430458
503	436480	429552
504	437148	428492
505	437842	427458
506	438460	426352
507	439069	425240
508	441037	425440
509	442327	424981
510	444238	425113
511	445096	424232
512	445813	423218
513	446562	422236
514	447371	421311
515	448098	420309
516	448752	419241
517	449388	418157
518	450194	417232
519	450792	416116
520	451517	415118
521	452179	414064
522	452917	413081
523	453673	412116
524	454445	411165
525	455384	410365
526	456155	409414
527	456982	408514
528	458193	407957
529	458959	407001
530	459791	406106
531	460547	405143
532	461211	404101
533	461855	403042
534	462529	402011
535	463147	400933
536	463930	400000
537	464585	398956
538	465259	397930
539	465917	396892
540	466652	395921
541	467236	394823
542	467867	393766
543	468578	392778
544	469263	391770
545	469887	390712
546	470693	389806
547	471381	388803
548	472093	387821
549	472923	386937
550	473606	385933
551	474265	384911
552	474976	383931
553	475750	383005
554	476411	381987
555	477037	380943
556	477749	379969
557	478385	378936
558	479096	377963
559	479773	376964
560	480440	375959
561	481081	374935
562	481866	374024
563	482554	373038
564	483300	372098
565	483964	371096
566	484627	370094
567	485578	369312
568	486332	368381
569	486946	367345
570	487629	366362
571	488503	365523
572	489104	364480
573	489666	363411
574	490371	362448
575	491026	361450
576	493766	361981
577	497265	363055
578	497955	362070
579	498942	361303
580	499744	360400
581	501335	360065
582	502154	359173
583	503003	358303
584	503771	357376
585	505776	357323
586	508142	357517
587	509820	357221
588	512295	357475
589	514522	357549
590	515835	356982
591	516960	356283
592	517784	355376
593	518788	354592
594	519692	353740
595	520443	352783
596	521140	351791
597	521812	350783
598	522554	349823
599	525828	350552
600	526764	349715
601	527730	348898
602	528504	347953
603	529374	347073
604	530396	346292
605	531090	345296
606	531828	344330
607	532609	343392
608	533508	342531
609	534121	341487
610	535009	340620
611	536072	339863
612	536975	339004
613	537781	338084
614	538414	337056
615	539059	336037
616	540231	335346
617	541214	334536
618	542027	333622
619	542740	332647
620	543535	331722
621	544213	330727
622	545072	329843
623	545951	328970
624	546541	327925
625	547441	327065
626	548039	326026
627	549156	325296
628	550062	324440
629	550842	323510
630	551455	322483
631	552129	321492
632	552892	320555
633	554656	320195
634	558141	320821
635	559393	320155
636	560267	319273
637	561522	318606
638	562874	317993
639	563799	317137
640	564643	316235
641	565616	315406
642	566561	314560
643	567383	313646
644	568059	312653
645	568720	311651
646	569406	310665
647	570025	309643
648	570779	308695
649	571454	307706
650	572314	306816
651	572936	305800
652	573537	304773
653	574232	303798
654	575274	303007
655	576079	302090
656	576791	301125
657	577426	300121
658	578011	299092
659	578661	298098
660	579468	297185
661	580162	296215
662	580811	295223
663	581500	294253
664	582112	293244
665	582881	292315
666	583546	291335
667	584227	290364
668	584850	289365
669	585481	288371
670	586235	287438
671	586981	286502
672	587719	285563
673	588408	284601
674	589101	283641
675	589699	282636
676	590388	281677
677	591033	280697
678	591595	279678
679	592295	278727
680	592993	277775
681	593666	276812
682	594372	275865
683	595112	274935
684	595797	273980
685	596445	273008
686	597179	272077
687	597937	271157
688	598714	270247
689	599295	269248
690	599990	268302
691	600736	267379
692	601498	266464
693	602098	265478
694	602770	264525
695	603369	263540
696	604088	262609
697	604775	261665
698	605563	260765
699	606325	259853
700	606916	258870
701	607609	257931
702	608388	257028
703	608989	256052
704	609679	255114
705	610462	254215
706	611180	253289
707	612324	252540
708	613140	251655
709	613816	250713
710	614562	249801
711	615191	248841
712	616101	247996
713	617168	247213
714	618021	246344
715	618702	245407
716	619641	244572
717	620310	243631
718	621010	242703
719	621748	241791
720	622434	240858
721	623103	239920
722	623848	239012
723	624448	238049
724	625249	237163
725	626239	236349
726	629575	236415
727	631864	236081
728	632690	235197
729	633591	234341
730	634298	233414
731	635238	232573
732	636470	231838
733	637259	230941
734	637929	230001
735	638688	229094
736	640233	228468
737	641145	227615
738	641888	226702
739	642565	225766
740	643267	224839
741	644580	224126
742	645563	223297
743	646744	222535
744	647737	221708
745	648609	220840
746	649431	219954
747	650713	219224
748	651477	218318
749	652301	217433
750	652988	216503
751	654010	215684
752	654692	214753
753	655495	213861
754	656131	212916
755	656873	212006
756	657622	211099
757	658413	210205
758	659520	209412
759	661958	209039
760	664922	208825
761	666314	208113
762	667276	207266
763	669993	206961
764	671484	206272
765	672961	205578
766	677214	205724
767	678262	204891
768	679206	204026
769	680021	203123
770	680939	202250
771	682454	201553
772	683358	200675
773	684655	199912
774	686315	199253
775	688640	198782
776	689931	198011
777	690994	197173
778	691715	196237
779	692429	195300
780	693241	194391
781	694254	193538
782	696118	192921
783	697988	192302
784	699484	191578
785	701217	190916
786	703506	190402
787	704735	189598
788	705354	188630
789	706247	187736
790	707253	186872
791	708058	185954
792	708836	185030
793	709529	184084
794	710274	183152
795	710991	182213
796	711758	181288
797	712675	180401
798	713414	179469
799	714508	178627
800	716307	177959
801	717635	177171
802	719222	176446
803	721912	175988
804	723039	175146
805	724115	174290
806	725841	173590
807	726809	172707
808	727817	171833
809	728710	170932
810	729604	170031
811	730454	169120
812	731286	168204
813	732104	167286
814	733306	166456
815	734217	165558
816	734886	164607
817	735734	163696
818	736516	162771
819	737433	161875
820	738290	160967
821	739128	160054
822	740159	159183
823	740909	158252
824	741807	157353
825	743172	156551
826	744723	155788
827	745615	154886
828	746287	153938
829	747348	153071
830	748436	152209
831	749294	151299
832	751658	150692
833	752505	149779
834	753734	148941
835	755256	148160
836	756438	147311
837	757264	146392
838	757895	145436
839	758626	144500
840	759540	143599
841	760213	142652
842	760910	141711
843	761801	140806
844	763693	140085
845	764558	139174
846	765490	138276
847	766609	137411
848	767555	136514
849	768320	135585
850	769055	134652
851	769952	133747
852	771099	132885
853	771750	131938
854	772482	131005
855	773405	130105
856	774289	129198
857	774991	128262
858	775834	127348
859	776669	126434
860	777397	125503
861	778073	124563
862	778680	123614
863	779386	122681
864	780059	121743
865	780734	120806
866	781714	119916
867	783597	119164
868	784435	118252
869	788206	117777
870	789084	116867
871	789913	115950
872	790575	115009
873	791337	114082
874	792088	113155
875	792884	112234
876	793614	111305
877	794293	110368
878	795168	109460
879	795896	108531
880	796964	107649
881	798542	106834
882	799351	105916
883	800282	105014
884	801380	104134
885	802384	103241
886	803401	102349
887	804037	101410
888	805600	100586
889	807689	99826
890	809275	99002
891	810020	98074
892	810766	97146
893	811531	96221
894	812342	95302
895	813044	94371
896	813759	93441
897	814508	92516
898	815636	91634
899	816490	90721
900	817689	89845
901	819617	89049
902	820587	88147
903	821684	87258
904	823574	86452
905	825083	85604
906	826054	84700
907	826874	83780
908	827690	82860
909	828497	81939
910	829297	81018
911	830357	80122
912	832361	79315
913	835902	78651
914	836848	77740
915	837920	76839
916	838742	75916
917	839568	74994
918	840286	74062
919	841061	73135
920	841857	72211
921	842739	71294
922	843555	70372
923	844281	69443
924	846475	68633
925	847941	67762
926	849189	66872
927	851059	66030
928	852235	65133
929	853217	64220
930	854106	63301
931	857357	62553
932	858465	61647
933	859593	60742
934	861011	59856
935	863990	59076
936	865574	58197
937	867993	57372
938	869103	56459
939	871496	55627
940	872511	54705
941	873355	53773
942	874166	52839
943	875028	51908
944	875799	50972
945	877183	50071
946	878247	49152
947	879287	48230
948	880150	47299
949	881149	46376
950	881964	45442
951	885097	44626
952	886527	43721
953	887327	42785
954	888035	41844
955	888695	40902
956	889226	39954
957	889800	39010
958	890313	38063
959	890812	37117
960	891343	36173
961	891897	35230
962	892591	34294
963	893250	33357
964	893783	32417
965	894591	31486
966	895261	30551
967	896008	29620
968	896588	28683
969	897134	27746
970	897777	26813
971	899189	25902
972	902417	25041
973	904992	24157
974	905883	23227
975	906703	22295
976	913876	21513
977	916426	20614
978	917712	19685
979	919566	18766
980	921808	17853
981	923548	16928
982	924535	15988
983	925567	15049
984	927738	14127
985	928801	13187
986	929504	12242
987	930173	11297
988	930857	10353
989	931701	9411
990	932390	8467
991	932954	7523
992	933592	6581
993	934373	5640
994	935735	4702
995	936978	3762
996	937632	2821
997	938375	1880
998	939067	940
999	939771	0
